id,title,project_name,developer,community,city,property_type,bedrooms,bathrooms,size_sqft,price_aed,payment_plan,handover,status,amenities,nearby_landmarks,roi_hint,latitude,longitude,image_url,source,featured
SYN_0101,Apartment in Jumeirah Village Circle - 2 Bed,Jumeirah Village Circle Tower C,Carrillo Group,Jumeirah Village Circle,Dubai,Apartment,2,3,1195.0,931092,Cash/Mortgage,Ready,Ready,"Sea View, Pool, Security, Balcony, Parking, Gym",Jumeirah Village Circle,8% Net Yield,25.062221847744095,55.21424220369531,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0102,Apartment in Business Bay - 0 Bed,Business Bay Tower C,Li Ltd,Business Bay,Dubai,Apartment,0,1,404.0,485627,Cash/Mortgage,Ready,Ready,"Pool, Metro Access, Maids Room, Balcony, Sea View",Business Bay,,25.17470834623529,55.25678235615949,https://images.unsplash.com/photo-1505691938895-1758d7feb511?w=600&h=400&fit=crop,synthetic,False
SYN_0103,Apartment in Palm Jumeirah - 4 Bed,Palm Jumeirah Tower A,Miller-Rodriguez,Palm Jumeirah,Dubai,Apartment,4,5,1871.0,3900673,40/60 post-handover,Q4 2027,Off-plan,"Maids Room, Metro Access, Sea View, Balcony, Gym, Pool",Palm Jumeirah,9% Net Yield,25.102770711206514,55.13568976044271,https://images.unsplash.com/photo-1484154218962-a197022b5858?w=600&h=400&fit=crop,synthetic,False
SYN_0104,Apartment in Dubai Hills Estate - 3 Bed,Dubai Hills Estate Tower C,Lopez-Peck,Dubai Hills Estate,Dubai,Apartment,3,4,1566.0,2091891,Cash/Mortgage,Ready,Ready,"Maids Room, Gym, Security, Pool, Metro Access, Balcony",Dubai Hills Estate,7% Net Yield,25.11849359371836,55.24230331594437,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&h=400&fit=crop,synthetic,False
SYN_0105,Villa in Downtown Dubai - 3 Bed,Downtown Dubai Villas,Bennett-Smith,Downtown Dubai,Dubai,Villa,3,4,2367.0,3781215,Cash/Mortgage,Ready,Ready,"Pool, Security, Maids Room, Parking",Downtown Dubai,5% Net Yield,25.19240910239226,55.27332644304055,https://images.unsplash.com/photo-1613977257363-707ba9348227?w=600&h=400&fit=crop,synthetic,False
SYN_0106,Apartment in Jumeirah Village Circle - 0 Bed,Jumeirah Village Circle Tower B,Young-Moore,Jumeirah Village Circle,Dubai,Apartment,0,1,510.0,431020,Cash/Mortgage,Ready,Ready,"Pool, Balcony, Maids Room, Metro Access, Gym",Jumeirah Village Circle,,25.05019953748413,55.20215951515824,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0107,Apartment in Dubai Marina - 2 Bed,Dubai Marina Tower A,Nelson-Jones,Dubai Marina,Dubai,Apartment,2,3,1072.0,1406129,Cash/Mortgage,Ready,Ready,"Security, Pool, Gym",Dubai Marina,,25.087937662641643,55.14154671139883,https://images.unsplash.com/photo-1505691938895-1758d7feb511?w=600&h=400&fit=crop,synthetic,False
SYN_0108,Penthouse in Dubai Marina - 0 Bed,Dubai Marina Villas,Gregory-Brown,Dubai Marina,Dubai,Penthouse,0,1,510.0,598775,Cash/Mortgage,Ready,Ready,"Sea View, Pool, Parking, Gym, Metro Access, Maids Room",Dubai Marina,6% Net Yield,25.083145193441993,55.13305907509026,https://images.unsplash.com/photo-1600585152915-d208bec867a1?w=600&h=400&fit=crop,synthetic,False
SYN_0109,Apartment in Downtown Dubai - 1 Bed,Downtown Dubai Tower C,"Gonzalez, Moore and Nelson",Downtown Dubai,Dubai,Apartment,1,2,828.0,1271350,60/40,Q1 2027,Off-plan,"Metro Access, Gym, Security",Downtown Dubai,7% Net Yield,25.204444201775143,55.26444429771231,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&h=400&fit=crop,synthetic,False
SYN_0110,Apartment in Downtown Dubai - 4 Bed,Downtown Dubai Tower B,"Murphy, Marquez and Williams",Downtown Dubai,Dubai,Apartment,4,5,1649.0,2386713,Cash/Mortgage,Ready,Ready,"Gym, Parking, Pool, Maids Room, Balcony",Downtown Dubai,,25.20487822908769,55.26624541438896,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0111,Townhouse in Business Bay - 3 Bed,Business Bay Villas,Lozano-Duran,Business Bay,Dubai,Townhouse,3,4,1567.0,1880961,40/60 post-handover,Q4 2027,Off-plan,"Security, Parking, Sea View, Gym, Maids Room, Pool",Business Bay,9% Net Yield,25.191320160128235,55.27117668061803,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=600&h=400&fit=crop,synthetic,False
SYN_0112,Apartment in Dubai Hills Estate - 2 Bed,Dubai Hills Estate Tower A,King-Allen,Dubai Hills Estate,Dubai,Apartment,2,3,1254.0,1945722,40/60 post-handover,Q1 2027,Off-plan,"Security, Balcony, Parking",Dubai Hills Estate,7% Net Yield,25.11880535658554,55.23813687097562,https://images.unsplash.com/photo-1505691938895-1758d7feb511?w=600&h=400&fit=crop,synthetic,False
SYN_0113,Apartment in Creek Harbour - 2 Bed,Creek Harbour Tower B,"Johnson, Campbell and Mejia",Creek Harbour,Dubai,Apartment,2,3,1259.0,1577359,50/50,Q4 2025,Off-plan,"Security, Pool, Gym, Balcony, Parking",Creek Harbour,7% Net Yield,25.196453365742094,55.336482214568,https://images.unsplash.com/photo-1484154218962-a197022b5858?w=600&h=400&fit=crop,synthetic,False
SYN_0114,Townhouse in Jumeirah Village Circle - 1 Bed,Jumeirah Village Circle Villas,Wright Ltd,Jumeirah Village Circle,Dubai,Townhouse,1,2,701.0,519760,60/40,Q4 2025,Off-plan,"Security, Pool, Maids Room, Parking, Sea View",Jumeirah Village Circle,,25.05435603683631,55.20283387241617,https://images.unsplash.com/photo-1583608205776-bfd35f0d9f83?w=600&h=400&fit=crop,synthetic,False
SYN_0115,Villa in Al Furjan - 1 Bed,Al Furjan Villas,Santos Inc,Al Furjan,Dubai,Villa,1,2,1210.5,1007364,Cash/Mortgage,Ready,Ready,"Sea View, Balcony, Metro Access, Maids Room",Al Furjan,6% Net Yield,25.051494713171977,55.14809829500888,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=600&h=400&fit=crop,synthetic,False
SYN_0116,Apartment in Dubai Hills Estate - 1 Bed,Dubai Hills Estate Tower C,"Brown, Riley and Robinson",Dubai Hills Estate,Dubai,Apartment,1,2,915.0,1361423,Cash/Mortgage,Ready,Ready,"Gym, Parking, Security, Metro Access",Dubai Hills Estate,8% Net Yield,25.117977943022595,55.22807940925983,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0117,Villa in Dubai Hills Estate - 1 Bed,Dubai Hills Estate Villas,"Price, Stafford and Paul",Dubai Hills Estate,Dubai,Villa,1,2,1474.5,2179527,Cash/Mortgage,Ready,Ready,"Balcony, Sea View, Gym, Metro Access, Maids Room",Dubai Hills Estate,,25.113541470697506,55.23763319468204,https://images.unsplash.com/photo-1613977257363-707ba9348227?w=600&h=400&fit=crop,synthetic,False
SYN_0118,Penthouse in Jumeirah Village Circle - 5 Bed,Jumeirah Village Circle Villas,Lewis Group,Jumeirah Village Circle,Dubai,Penthouse,5,6,2004.0,1707879,60/40,Q4 2025,Off-plan,"Gym, Sea View, Maids Room",Jumeirah Village Circle,7% Net Yield,25.063079836992912,55.201264707918185,https://images.unsplash.com/photo-1600585152915-d208bec867a1?w=600&h=400&fit=crop,synthetic,False
SYN_0119,Townhouse in Creek Harbour - 2 Bed,Creek Harbour Villas,Daniels-Bernard,Creek Harbour,Dubai,Townhouse,2,3,1201.0,1712610,60/40,Q2 2026,Off-plan,"Security, Gym, Pool",Creek Harbour,,25.197004780663708,55.34872110687474,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=600&h=400&fit=crop,synthetic,False
SYN_0120,Apartment in Creek Harbour - 3 Bed,Creek Harbour Tower A,Mayer-Smith,Creek Harbour,Dubai,Apartment,3,4,1377.0,2021464,Cash/Mortgage,Ready,Ready,"Balcony, Metro Access, Sea View",Creek Harbour,9% Net Yield,25.200164549597105,55.341717122748285,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0121,Apartment in Palm Jumeirah - 0 Bed,Palm Jumeirah Tower C,"Taylor, Diaz and Carey",Palm Jumeirah,Dubai,Apartment,0,1,568.0,1194007,40/60 post-handover,Q2 2026,Off-plan,"Pool, Balcony, Gym, Maids Room, Metro Access, Sea View",Palm Jumeirah,6% Net Yield,25.118404494220957,55.13130420413514,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0122,Villa in Palm Jumeirah - 0 Bed,Palm Jumeirah Villas,Long-Hinton,Palm Jumeirah,Dubai,Villa,0,1,949.5,2278661,60/40,Q4 2025,Off-plan,"Balcony, Gym, Security, Metro Access, Parking",Palm Jumeirah,,25.113956220807072,55.13975570093258,https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=600&h=400&fit=crop,synthetic,False
SYN_0123,Penthouse in Jumeirah Village Circle - 2 Bed,Jumeirah Village Circle Villas,Miller Inc,Jumeirah Village Circle,Dubai,Penthouse,2,3,1266.0,1034511,Cash/Mortgage,Ready,Ready,"Parking, Metro Access, Maids Room, Pool",Jumeirah Village Circle,5% Net Yield,25.064071756291906,55.199192365673674,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0124,Apartment in Creek Harbour - 5 Bed,Creek Harbour Tower C,"Sanchez, White and Blair",Creek Harbour,Dubai,Apartment,5,6,2110.0,3050845,Cash/Mortgage,Ready,Ready,"Maids Room, Parking, Gym, Security, Metro Access, Sea View",Creek Harbour,8% Net Yield,25.188842706692228,55.33920572986634,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&h=400&fit=crop,synthetic,False
SYN_0125,Apartment in Dubai Hills Estate - 2 Bed,Dubai Hills Estate Tower B,"Jenkins, Green and Spence",Dubai Hills Estate,Dubai,Apartment,2,3,1038.0,1257039,1% Monthly,Q2 2026,Off-plan,"Balcony, Sea View, Parking",Dubai Hills Estate,8% Net Yield,25.104106282371077,55.22506149747315,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0126,Apartment in Dubai Hills Estate - 0 Bed,Dubai Hills Estate Tower C,"Deleon, Jones and Harper",Dubai Hills Estate,Dubai,Apartment,0,1,642.0,876718,Cash/Mortgage,Ready,Ready,"Gym, Metro Access, Balcony, Security, Maids Room",Dubai Hills Estate,,25.11260573306793,55.2236854437457,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0127,Townhouse in Dubai Hills Estate - 2 Bed,Dubai Hills Estate Villas,"Hunter, Wilkins and Chen",Dubai Hills Estate,Dubai,Townhouse,2,3,1286.0,1469092,Cash/Mortgage,Ready,Ready,"Security, Maids Room, Balcony, Gym, Sea View",Dubai Hills Estate,,25.119430290761965,55.2316217522571,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=600&h=400&fit=crop,synthetic,False
SYN_0128,Penthouse in Downtown Dubai - 3 Bed,Downtown Dubai Villas,"Nunez, Nelson and Smith",Downtown Dubai,Dubai,Penthouse,3,4,1542.0,2531027,40/60 post-handover,Q2 2026,Off-plan,"Balcony, Metro Access, Sea View, Maids Room, Gym",Downtown Dubai,,25.19331310682792,55.27887723926645,https://images.unsplash.com/photo-1600585152915-d208bec867a1?w=600&h=400&fit=crop,synthetic,False
SYN_0129,Apartment in Downtown Dubai - 2 Bed,Downtown Dubai Tower A,"Lopez, Ryan and Lester",Downtown Dubai,Dubai,Apartment,2,3,1052.0,1534860,Cash/Mortgage,Ready,Ready,"Metro Access, Maids Room, Gym, Security",Downtown Dubai,8% Net Yield,25.20414038865268,55.2829027115494,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&h=400&fit=crop,synthetic,False
SYN_0130,Apartment in Al Furjan - 2 Bed,Al Furjan Tower B,Reed and Sons,Al Furjan,Dubai,Apartment,2,3,1156.0,1161464,60/40,Q4 2025,Off-plan,"Gym, Metro Access, Security",Al Furjan,6% Net Yield,25.042080298595852,55.14409871244869,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0131,Apartment in Al Furjan - 1 Bed,Al Furjan Tower B,Marquez Inc,Al Furjan,Dubai,Apartment,1,2,950.0,750346,40/60 post-handover,Q1 2027,Off-plan,"Maids Room, Sea View, Pool, Gym, Security",Al Furjan,,25.0466252925523,55.14474964350042,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0132,Penthouse in Creek Harbour - 2 Bed,Creek Harbour Villas,Guzman LLC,Creek Harbour,Dubai,Penthouse,2,3,1240.0,1493657,Cash/Mortgage,Ready,Ready,"Gym, Pool, Parking, Security, Metro Access, Sea View",Creek Harbour,9% Net Yield,25.20136976091937,55.34064721284193,https://images.unsplash.com/photo-1600585152915-d208bec867a1?w=600&h=400&fit=crop,synthetic,False
SYN_0133,Townhouse in Ajman Downtown - 3 Bed,Ajman Downtown Villas,Garcia-Chambers,Ajman Downtown,Ajman,Townhouse,3,4,1323.0,250911,60/40,Q4 2027,Off-plan,"Sea View, Parking, Pool, Balcony, Metro Access",Ajman Downtown,7% Net Yield,25.40926519305626,55.516981977888875,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=600&h=400&fit=crop,synthetic,False
SYN_0134,Villa in Creek Harbour - 1 Bed,Creek Harbour Villas,Allen-Franco,Creek Harbour,Dubai,Villa,1,2,1491.0,1893641,Cash/Mortgage,Ready,Ready,"Balcony, Parking, Pool, Maids Room, Gym",Creek Harbour,7% Net Yield,25.196629399753743,55.34790888636946,https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=600&h=400&fit=crop,synthetic,False
SYN_0135,Apartment in Ajman Downtown - 2 Bed,Ajman Downtown Tower A,"Wilson, Wu and Rios",Ajman Downtown,Ajman,Apartment,2,3,1262.0,228912,Cash/Mortgage,Ready,Ready,"Gym, Parking, Maids Room",Ajman Downtown,8% Net Yield,25.39757687391507,55.51118018054248,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0136,Villa in Dubai Marina - 5 Bed,Dubai Marina Villas,Smith Ltd,Dubai Marina,Dubai,Villa,5,6,2911.5,3568719,50/50,Q4 2025,Off-plan,"Metro Access, Gym, Sea View",Dubai Marina,,25.086615914814136,55.14371649882254,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=600&h=400&fit=crop,synthetic,False
SYN_0137,Apartment in Business Bay - 1 Bed,Business Bay Tower B,"Clark, Branch and Martin",Business Bay,Dubai,Apartment,1,2,907.0,1037689,Cash/Mortgage,Ready,Ready,"Balcony, Gym, Sea View, Maids Room",Business Bay,,25.19118059105408,55.2722827184597,https://images.unsplash.com/photo-1505691938895-1758d7feb511?w=600&h=400&fit=crop,synthetic,False
SYN_0138,Villa in Jumeirah Village Circle - 1 Bed,Jumeirah Village Circle Villas,Young PLC,Jumeirah Village Circle,Dubai,Villa,1,2,1117.5,1024034,50/50,Q1 2027,Off-plan,"Maids Room, Metro Access, Security, Sea View, Parking",Jumeirah Village Circle,,25.05226292368934,55.21514681918991,https://images.unsplash.com/photo-1613977257363-707ba9348227?w=600&h=400&fit=crop,synthetic,False
SYN_0139,Penthouse in Al Furjan - 2 Bed,Al Furjan Villas,Martin-Hoover,Al Furjan,Dubai,Penthouse,2,3,1100.0,1121707,60/40,Q4 2025,Off-plan,"Gym, Metro Access, Balcony, Sea View, Pool",Al Furjan,5% Net Yield,25.036313608565926,55.14792338303334,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0140,Villa in Jumeirah Village Circle - 2 Bed,Jumeirah Village Circle Villas,Kent-Cook,Jumeirah Village Circle,Dubai,Villa,2,3,1552.5,1234344,Cash/Mortgage,Ready,Ready,"Parking, Balcony, Security, Pool, Gym, Metro Access",Jumeirah Village Circle,5% Net Yield,25.05020140338794,55.209925164882925,https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=600&h=400&fit=crop,synthetic,False
SYN_0141,Apartment in Downtown Dubai - 3 Bed,Downtown Dubai Tower B,"Bowman, Parker and Elliott",Downtown Dubai,Dubai,Apartment,3,4,1429.0,2033272,40/60 post-handover,Q1 2027,Off-plan,"Parking, Sea View, Maids Room, Security, Pool, Gym",Downtown Dubai,8% Net Yield,25.19262402677616,55.27063988646518,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0142,Apartment in Creek Harbour - 2 Bed,Creek Harbour Tower B,Jimenez-Steele,Creek Harbour,Dubai,Apartment,2,3,1274.0,1581302,Cash/Mortgage,Ready,Ready,"Maids Room, Sea View, Gym, Balcony",Creek Harbour,7% Net Yield,25.20549929927255,55.34306862277705,https://images.unsplash.com/photo-1505691938895-1758d7feb511?w=600&h=400&fit=crop,synthetic,False
SYN_0143,Apartment in Ajman Downtown - 1 Bed,Ajman Downtown Tower A,"Sherman, Morgan and Henderson",Ajman Downtown,Ajman,Apartment,1,2,914.0,129571,Cash/Mortgage,Ready,Ready,"Metro Access, Gym, Parking",Ajman Downtown,8% Net Yield,25.41339244140374,55.50886774392299,https://images.unsplash.com/photo-1484154218962-a197022b5858?w=600&h=400&fit=crop,synthetic,False
SYN_0144,Apartment in Creek Harbour - 0 Bed,Creek Harbour Tower C,Ramirez Inc,Creek Harbour,Dubai,Apartment,0,1,570.0,760678,Cash/Mortgage,Ready,Ready,"Gym, Balcony, Security, Pool",Creek Harbour,,25.18699857271526,55.33506121697086,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&h=400&fit=crop,synthetic,False
SYN_0145,Apartment in Palm Jumeirah - 1 Bed,Palm Jumeirah Tower C,"Howard, Austin and Kelley",Palm Jumeirah,Dubai,Apartment,1,2,758.0,1472526,Cash/Mortgage,Ready,Ready,"Metro Access, Gym, Security, Balcony, Sea View, Pool",Palm Jumeirah,7% Net Yield,25.10347176714446,55.13462780445565,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0146,Villa in Creek Harbour - 2 Bed,Creek Harbour Villas,"Sanchez, Tapia and Marsh",Creek Harbour,Dubai,Villa,2,3,1707.0,2208038,50/50,Q2 2026,Off-plan,"Parking, Sea View, Gym",Creek Harbour,,25.187410581749436,55.33443805057707,https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=600&h=400&fit=crop,synthetic,False
SYN_0147,Villa in Downtown Dubai - 2 Bed,Downtown Dubai Villas,Young and Sons,Downtown Dubai,Dubai,Villa,2,3,1806.0,3206520,Cash/Mortgage,Ready,Ready,"Metro Access, Security, Maids Room, Sea View, Gym",Downtown Dubai,,25.1913639378463,55.26976396315753,https://images.unsplash.com/photo-1613977257363-707ba9348227?w=600&h=400&fit=crop,synthetic,False
SYN_0148,Villa in Downtown Dubai - 1 Bed,Downtown Dubai Villas,Ward PLC,Downtown Dubai,Dubai,Villa,1,2,1062.0,1882760,Cash/Mortgage,Ready,Ready,"Metro Access, Maids Room, Parking",Downtown Dubai,8% Net Yield,25.203479591234014,55.28092120256442,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=600&h=400&fit=crop,synthetic,False
SYN_0149,Townhouse in Business Bay - 5 Bed,Business Bay Villas,Neal PLC,Business Bay,Dubai,Townhouse,5,6,1957.0,2161883,Cash/Mortgage,Ready,Ready,"Security, Sea View, Pool, Maids Room",Business Bay,,25.181936564714768,55.26008684325021,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=600&h=400&fit=crop,synthetic,False
SYN_0150,Penthouse in Dubai Hills Estate - 3 Bed,Dubai Hills Estate Villas,Scott Group,Dubai Hills Estate,Dubai,Penthouse,3,4,1301.0,1448164,Cash/Mortgage,Ready,Ready,"Sea View, Pool, Metro Access, Maids Room",Dubai Hills Estate,,25.11206285621107,55.23814173115882,https://images.unsplash.com/photo-1600585152915-d208bec867a1?w=600&h=400&fit=crop,synthetic,False
SYN_0151,Apartment in Business Bay - 1 Bed,Business Bay Tower B,Heath-Carroll,Business Bay,Dubai,Apartment,1,2,771.0,748753,1% Monthly,Q4 2027,Off-plan,"Parking, Metro Access, Balcony, Gym",Business Bay,8% Net Yield,25.192603339899662,55.26313087381285,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0152,Apartment in Creek Harbour - 1 Bed,Creek Harbour Tower A,Sweeney-Short,Creek Harbour,Dubai,Apartment,1,2,897.0,1038573,Cash/Mortgage,Ready,Ready,"Sea View, Pool, Balcony, Metro Access, Security",Creek Harbour,,25.195864841147852,55.351609146198825,https://images.unsplash.com/photo-1505691938895-1758d7feb511?w=600&h=400&fit=crop,synthetic,False
SYN_0153,Townhouse in Downtown Dubai - 2 Bed,Downtown Dubai Villas,Jones-Mckenzie,Downtown Dubai,Dubai,Townhouse,2,3,1269.0,1888004,1% Monthly,Q4 2025,Off-plan,"Balcony, Metro Access, Parking, Security, Gym",Downtown Dubai,9% Net Yield,25.18937607216278,55.28267534422725,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=600&h=400&fit=crop,synthetic,False
SYN_0154,Townhouse in Palm Jumeirah - 1 Bed,Palm Jumeirah Villas,Lloyd-Greene,Palm Jumeirah,Dubai,Townhouse,1,2,964.0,1921967,Cash/Mortgage,Ready,Ready,"Parking, Sea View, Metro Access, Pool, Balcony, Maids Room",Palm Jumeirah,9% Net Yield,25.107174642446793,55.13581801898553,https://images.unsplash.com/photo-1583608205776-bfd35f0d9f83?w=600&h=400&fit=crop,synthetic,False
SYN_0155,Villa in Al Furjan - 1 Bed,Al Furjan Villas,Edwards-Cook,Al Furjan,Dubai,Villa,1,2,1120.5,1118791,Cash/Mortgage,Ready,Ready,"Metro Access, Pool, Balcony, Maids Room, Sea View, Parking",Al Furjan,5% Net Yield,25.050360883931685,55.14893515082622,https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=600&h=400&fit=crop,synthetic,False
SYN_0156,Townhouse in Creek Harbour - 1 Bed,Creek Harbour Villas,Mcclain-Obrien,Creek Harbour,Dubai,Townhouse,1,2,744.0,842221,1% Monthly,Q2 2026,Off-plan,"Metro Access, Security, Parking",Creek Harbour,7% Net Yield,25.198259647928456,55.34283252058552,https://images.unsplash.com/photo-1583608205776-bfd35f0d9f83?w=600&h=400&fit=crop,synthetic,False
SYN_0157,Townhouse in Dubai Hills Estate - 2 Bed,Dubai Hills Estate Villas,Cook-Smith,Dubai Hills Estate,Dubai,Townhouse,2,3,1190.0,1600646,Cash/Mortgage,Ready,Ready,"Sea View, Security, Pool, Balcony",Dubai Hills Estate,,25.11305541459708,55.229631956843846,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=600&h=400&fit=crop,synthetic,False
SYN_0158,Apartment in Jumeirah Village Circle - 3 Bed,Jumeirah Village Circle Tower A,Wood PLC,Jumeirah Village Circle,Dubai,Apartment,3,4,1345.0,1147025,1% Monthly,Q1 2027,Off-plan,"Sea View, Maids Room, Pool",Jumeirah Village Circle,7% Net Yield,25.0538003657462,55.19802518587667,https://images.unsplash.com/photo-1484154218962-a197022b5858?w=600&h=400&fit=crop,synthetic,False
SYN_0159,Apartment in Palm Jumeirah - 2 Bed,Palm Jumeirah Tower B,"Trujillo, Rubio and Mills",Palm Jumeirah,Dubai,Apartment,2,3,1199.0,2065996,60/40,Q4 2027,Off-plan,"Security, Gym, Balcony, Sea View",Palm Jumeirah,6% Net Yield,25.117186068214636,55.133198363748576,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&h=400&fit=crop,synthetic,False
SYN_0160,Villa in Business Bay - 2 Bed,Business Bay Villas,"Sawyer, Houston and Chung",Business Bay,Dubai,Villa,2,3,1726.5,1971145,Cash/Mortgage,Ready,Ready,"Sea View, Parking, Maids Room, Security",Business Bay,9% Net Yield,25.193148986796732,55.27507114412135,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=600&h=400&fit=crop,synthetic,False
SYN_0161,Townhouse in Creek Harbour - 2 Bed,Creek Harbour Villas,Morse-Mccoy,Creek Harbour,Dubai,Townhouse,2,3,1158.0,1401869,Cash/Mortgage,Ready,Ready,"Maids Room, Pool, Metro Access, Sea View, Gym, Balcony",Creek Harbour,,25.19015332191453,55.33824066589601,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=600&h=400&fit=crop,synthetic,False
SYN_0162,Apartment in Jumeirah Village Circle - 3 Bed,Jumeirah Village Circle Tower C,Pugh Inc,Jumeirah Village Circle,Dubai,Apartment,3,4,1594.0,1494408,Cash/Mortgage,Ready,Ready,"Pool, Gym, Maids Room",Jumeirah Village Circle,,25.064146435206467,55.2143835235866,https://images.unsplash.com/photo-1505691938895-1758d7feb511?w=600&h=400&fit=crop,synthetic,False
SYN_0163,Villa in Dubai Marina - 2 Bed,Dubai Marina Villas,"Rush, Fischer and Dickson",Dubai Marina,Dubai,Villa,2,3,1749.0,2406622,Cash/Mortgage,Ready,Ready,"Parking, Balcony, Sea View",Dubai Marina,,25.080604647858507,55.131879825637974,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=600&h=400&fit=crop,synthetic,False
SYN_0164,Penthouse in Al Furjan - 2 Bed,Al Furjan Villas,"White, Swanson and Robinson",Al Furjan,Dubai,Penthouse,2,3,1191.0,1204885,Cash/Mortgage,Ready,Ready,"Maids Room, Sea View, Pool, Parking, Gym",Al Furjan,,25.040442221167133,55.14078202560448,https://images.unsplash.com/photo-1600585152915-d208bec867a1?w=600&h=400&fit=crop,synthetic,False
SYN_0165,Villa in Dubai Marina - 4 Bed,Dubai Marina Villas,Roth-Brooks,Dubai Marina,Dubai,Villa,4,5,2593.5,3293684,Cash/Mortgage,Ready,Ready,"Parking, Gym, Balcony, Pool",Dubai Marina,,25.085892286932182,55.1454884972234,https://images.unsplash.com/photo-1613977257363-707ba9348227?w=600&h=400&fit=crop,synthetic,False
SYN_0166,Apartment in Dubai Marina - 3 Bed,Dubai Marina Tower C,Strong and Sons,Dubai Marina,Dubai,Apartment,3,4,1483.0,1881350,1% Monthly,Q4 2027,Off-plan,"Balcony, Maids Room, Security, Pool, Parking",Dubai Marina,,25.08286477553153,55.13480410319789,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0167,Villa in Dubai Hills Estate - 1 Bed,Dubai Hills Estate Villas,Ray Inc,Dubai Hills Estate,Dubai,Villa,1,2,1396.5,2109241,1% Monthly,Q2 2026,Off-plan,"Parking, Gym, Pool",Dubai Hills Estate,8% Net Yield,25.11678916457908,55.23054886639439,https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=600&h=400&fit=crop,synthetic,False
SYN_0168,Apartment in Dubai Hills Estate - 4 Bed,Dubai Hills Estate Tower B,Davis-Parker,Dubai Hills Estate,Dubai,Apartment,4,5,1633.0,2067526,60/40,Q2 2026,Off-plan,"Maids Room, Parking, Balcony",Dubai Hills Estate,6% Net Yield,25.106304170530485,55.22639460495174,https://images.unsplash.com/photo-1484154218962-a197022b5858?w=600&h=400&fit=crop,synthetic,False
